79 49 0
96 37 0
80 2 0
21 87 1
53 22 0
7 82 1
27 73 1
15 56 1
63 13 0
43 49 1
57 70 1
83 21 0
78 76 0
21 52 1
87 54 0
90 65 0
3 85 1
69 49 0
88 90 1
35 6 0
11 42 1
88 5 0
81 2 0
61 43 0
82 70 0
92 5 0
5 74 1
93 83 0
49 80 1
0 2 0
34 90 1
33 3 0
41 68 1
52 95 1
58 88 1
0 35 0
29 54 1
6 77 1
23 33 1
19 71 1
2 78 1
76 7 0
17 69 1
56 67 1
48 23 0
35 82 1
79 34 0
85 19 0
2 3 0
13 60 1
91 80 0
61 86 1
0 68 1
62 23 0
0 82 1
94 70 0
25 70 1
43 42 0
4 100 1
75 52 0
89 9 0
0 67 1
44 51 1
53 46 0
54 32 0
72 10 0
79 32 0
97 79 0
66 58 0
1 33 0
5 61 1
2 30 0
97 11 0
73 0 0
10 47 1
19 65 1
23 86 1
99 33 0
36 51 1
45 57 1
49 16 0
67 27 0
14 63 1
5 47 1
88 73 0
80 93 1
34 48 1
90 30 0
59 62 1
98 36 0
75 16 0
0 98 1
1 65 1
97 3 0
15 41 1
26 65 1
57 94 1
58 38 0
22 64 1
85 76 0
2 30 0
35 2 0
44 24 0
100 69 0
86 97 1
4 26 0
79 72 0
91 46 0
36 87 1
15 18 0
28 42 1
49 51 1
1 6 0
89 90 1
70 39 0
66 39 0
35 0 0
41 79 1
24 40 1
48 76 1
36 18 0
68 14 0
56 58 1
26 93 1
45 42 0
77 39 0
84 25 0
56 51 0


1 38
2 37
3 36
4 35
5 34
6 33
7 32
8 31
9 30
10 29
11 28
12 28
13 27
14 27
15 27
16 27
17 27
18 27
19 28
20 28
21 29
22 29
23 30
24 31
25 32
26 32
27 33
28 34
29 35
30 35
31 36
32 37
33 38
34 39
35 39
36 40
37 41
38 42
39 42
40 43
41 44
42 45
43 45
44 46
45 47
46 48
47 49
48 49
49 50
50 51
51 52
52 52
53 53
54 54
55 55
56 55
57 56
58 57
59 58
60 58
61 59
62 60
63 61
64 62
65 62
66 63
67 64
68 65
69 65
70 66
71 67
72 68
73 68
74 69
75 70
76 71
77 72
78 72
79 73
80 74
81 75
82 75
83 76
84 77
85 78
86 78
87 79
88 80
89 81
90 82
91 82
92 83
93 84
94 85
95 85
96 86
97 87
98 88
99 88
100 89


1 39
2 38
3 37
4 36
5 35
6 34
7 33
8 32
9 31
10 30
11 29
12 28
13 27
14 26
15 25
16 24
17 23
18 22
19 21
20 20
21 21
22 22
23 23
24 24
25 25
26 26
27 27
28 28
29 29
30 30
31 31
32 32
33 33
34 34
35 35
36 36
37 37
38 38
39 39
40 40
41 41
42 42
43 43
44 44
45 45
46 46
47 47
48 48
49 49
50 50
51 51
52 52
53 53
54 54
55 55
56 56
57 57
58 58
59 59
60 60
61 61
62 62
63 63
64 64
65 65
66 66
67 67
68 68
69 69
70 70
71 71
72 72
73 73
74 74
75 75
76 76
77 77
78 78
79 79
80 80
81 81
82 82
83 83
84 84
85 85
86 86
87 87
88 88
89 89
90 90
91 91
92 92
93 93
94 94
95 95
96 96
97 97
98 98
99 99
100 100
