31 84 1
61 94 1
37 64 1
21 5 0
89 90 1
69 4 0
80 31 0
38 32 0
23 3 0
85 45 0
35 96 1
20 37 0
13 76 1
75 71 1
67 44 1
42 98 1
94 70 1
57 30 1
100 78 1
2 88 1
33 37 0
58 13 1
68 96 1
11 91 1
100 96 1
1 0 0
57 88 1
37 70 1
30 78 1
40 97 1
88 49 0
61 82 1
85 17 0
78 50 0
62 80 1
3 95 1
16 62 0
74 50 0
57 85 1
7 22 0
46 75 1
22 2 0
63 25 0
38 93 1
3 45 1
55 91 1
60 15 0
38 44 0
100 16 0
94 61 1
96 63 1
21 79 1
24 96 1
95 48 0
46 1 0
70 93 1
77 93 1
95 5 0
17 100 1
64 87 1
44 18 1
78 3 0
0 15 0
13 100 1
98 73 1
26 94 1
35 47 1
38 60 1
8 32 0
7 55 1
0 77 1
47 43 1
35 7 0
48 19 1
6 11 0
5 50 1
96 49 0
19 96 1
31 32 0
95 28 0
4 20 0
88 40 0
34 25 0
66 42 1
24 39 0
63 24 0
82 9 0
67 17 0
84 81 1
2 56 1
58 7 1
6 53 1
23 92 1
49 54 1
24 43 0
82 95 1
30 36 0
0 30 0
61 32 1
72 51 0
71 1 0
75 53 0
77 7 0
36 60 1
54 38 1
16 11 0
11 89 1
65 34 1
80 80 1
54 70 1
89 2 0
31 18 0
38 31 0
14 99 1
30 87 1
50 0 0
54 91 1
53 30 1
65 89 1
91 18 0
93 73 1
30 4 0
27 61 0
38 73 1
40 59 1
9 28 0
61 40 1
13 99 1


1 39
2 38
3 37
4 36
5 36
6 35
7 34
8 34
9 77
10 76
11 75
12 75
13 74
14 73
15 73
16 72
17 71
18 70
19 70
20 69
21 68
22 67
23 66
24 65
25 64
26 63
27 62
28 61
29 61
30 60
31 59
32 58
33 47
34 47
35 46
36 45
37 45
38 44
39 43
40 41
41 39
42 37
43 35
44 34
45 33
46 11
47 10
48 9
49 8
50 7
51 7
52 6
53 5
54 5
55 5
56 5
57 4
58 3
59 76
60 76
61 75
62 74
63 73
64 73
65 72
66 71
67 70
68 70
69 69
70 68
71 68
72 67
73 66
74 65
75 65
76 64
77 18
78 62
79 62
80 61
81 60
82 59
83 59
84 58
85 57
86 57
87 56
88 55
89 54
90 54
91 53
92 52
93 51
94 51
95 50
96 49
97 49
98 48
99 47
100 46


1 40
2 40
3 40
4 40
5 40
6 40
7 40
8 40
9 40
10 73
11 73
12 73
13 73
14 73
15 73
16 73
17 73
18 73
19 73
20 76
21 76
22 76
23 76
24 76
25 76
26 76
27 76
28 76
29 76
30 45
31 45
32 45
33 45
34 45
35 45
36 45
37 45
38 45
39 45
40 9
41 9
42 9
43 9
44 9
45 9
46 9
47 9
48 9
49 9
50 1
51 1
52 1
53 1
54 1
55 1
56 1
57 1
58 1
59 1
60 28
61 28
62 28
63 28
64 28
65 28
66 28
67 28
68 28
69 28
70 66
71 66
72 66
73 66
74 66
75 66
76 66
77 66
78 66
79 66
80 79
81 79
82 79
83 79
84 79
85 79
86 79
87 79
88 79
89 79
90 56
91 56
92 56
93 56
94 56
95 56
96 56
97 56
98 56
99 56
100 18
